DiseaseName	DiseaseID	ParentIDs	Synonyms
Rib Fractures	MESH:D012253	MESH:D013898|MESH:D050723	Fracture, Rib|Fractures, Rib|Rib Fracture
Riboflavin Deficiency	MESH:D012257	MESH:D014804	Deficiencies, Riboflavin|Deficiency, Riboflavin|RBFVD|Riboflavin Deficiencies|RIBOFLAVIN TRANSPORTER DEFICIENCY, TYPE 1|RTD1
Ribose 5-Phosphate Isomerase Deficiency	MESH:C563212	MESH:D002239|MESH:D011115|MESH:D056784	RPIAD
Richards-Rundle syndrome	MESH:C535674	MESH:D000592|MESH:D001259|MESH:D003638|MESH:D007006|MESH:D008607	Ataxia-deafness-retardation syndrome with ketoaciduria|Familial ataxia-hypogonadism syndrome|Ketoaciduria-mental deficiency syndrome|Ketoaciduria With Mental Deficiency And Other Features
Richieri Costa Da Silva syndrome	MESH:C535675	MESH:D004480	Tibial hemimelia-split hand-foot syndrome
Richieri Costa Guion-Almeida syndrome	MESH:C535676	MESH:D005532|MESH:D006228|MESH:D008342	Acrofacial dysostosis Richieri Costa Guion-Almeida type|Richieri-Costa Guion-Almeida Cohen syndrome|Richieri Costa Guion-Almeida dwarfism
Richieri Costa Pereira syndrome	MESH:C535677	MESH:D003025|MESH:D006228|MESH:D010855	RCPS|Richieri-Costa and Pereira form of acrofacial dysostosis|Richieri-Costa-Pereira Syndrome|Robin sequence with cleft mandible and limb anomalies
Rickets	MESH:D012279	MESH:D001851|MESH:D002128|MESH:D014808	Rachitides|Rachitis
Rickets, Hypophosphatemic	MESH:D063730	MESH:D012279|MESH:D017674	Acquired Vitamin D Resistant Rickets|Acquired Vitamin D-Resistant Rickets|Hypophosphatemia, Vitamin D-Resistant Rickets|Hypophosphatemic Ricket|Hypophosphatemic Rickets|Hypophosphatemic Vitamin D Resistant Rickets|Hypophosphatemic Vitamin D-Resistant Rickets|Ricket, Hypophosphatemic|Rickets, Vitamin D Resistant|Rickets, Vitamin D-Resistant|Vitamin D-Resistant Rickets
Rickettsiaceae Infections	MESH:D012288	MESH:D000079426|MESH:D016905	Infection, Rickettsiaceae|Infections, Rickettsiaceae|Rickettsiaceae Infection
Rickettsia Infections	MESH:D012282	MESH:D012288	Infection, Rickettsia|Infections, Rickettsia|Rickettsia Infection|Rickettsial Disease|Rickettsial Diseases|Rickettsioses|Rickettsiosis
Riddle Syndrome	MESH:C567453	MESH:D000081207|MESH:D007859|MESH:D019465	RADIOSENSITIVITY, IMMUNODEFICIENCY, DYSMORPHIC FACIAL FEATURES, AND LEARNING DIFFICULTIES|Radiosensitivity, Immunodeficiency, Dysmorphic Features, and Learning Difficulties|RIDL
Ridges-off-the-end syndrome	MESH:C531754	MESH:D012868	Dermal Ridges-Off-The-End
Rieger syndrome 2	MESH:C535680	MESH:D005124	Axenfeld-Rieger syndrome type 2|Axenfeld-Rieger Syndrome, Type 2|Rieger syndrome type 2|Rieger Syndrome, Type 2
Rift Valley Fever	MESH:D012295	MESH:D000096724|MESH:D001102|MESH:D002044|MESH:D006482|MESH:D006524	Fever, Rift Valley
Right-sided bronchial isomerism	MESH:C000721324	MESH:D059446	Bilateral right bronchi|Right bronchial isomerism|Right sided bronchial isomerism
Right ventricle hypoplasia	MESH:C535682	MESH:D006330	Hypoplasia of the right ventricle|Isolated hypoplasia of the right ventricle|Isolated right ventricular hypoplasia|Right ventricular hypoplasia|Right Ventricular Hypoplasia, Isolated
Rigid spine syndrome	MESH:C535683	MESH:D009136|MESH:D012600	CMYO3|CONGENITAL MYOPATHY 3 WITH RIGID SPINE|Desmin-related myopathies with Mallory bodies|Desmin-Related Myopathy With Mallory Bodies|DESMIN-RELATED MYOPATHY WITH MALLORY BODIES, FORMERLY|MDRS1|Minicore myopathy, severe classic form|MINICORE MYOPATHY, SEVERE CLASSIC FORM, FORMERLY|Multicore myopathy, severe classic form|MULTICORE MYOPATHY, SEVERE CLASSIC FORM, FORMERLY|Multiminicore disease, severe classic form|MULTIMINICORE DISEASE, SEVERE CLASSIC FORM, FORMERLY|Muscular Dystrophy, Congenital, Eichsfeld Type|MUSCULAR DYSTROPHY, CONGENITAL, EICHSFELD TYPE, FORMERLY|Muscular dystrophy, congenital, merosin positive with early spine rigidity|Muscular Dystrophy, Congenital, Merosin-Positive, With Early Spine Rigidity|Myopathy, Sepn1-Related|Rigid spine muscular dystrophy-1|Rigid Spine Muscular Dystrophy 1|RIGID SPINE SYNDROME|RSMD1|RSS
Rigor Mortis	MESH:D012298	MESH:D011180	Mortis, Rigor
Rinderpest	MESH:D012301	MESH:D000820|MESH:D018185	Cattle Plague|Plague, Cattle
Ring Chromosome 14 Syndrome	MESH:C535487	MESH:D012303	Chromosome 14 ring|Ring 14|Ring 14 Syndrome|Ring Chromosome 14
Ring Chromosome 20 Syndrome	MESH:C580424	MESH:D012303	R(20) Syndrome|Ring 20 Syndrome|Ring Chromosome 20|Ring Chromosome 20 Epilepsy Syndrome
Ring chromosome 4 syndrome	MESH:C537636	MESH:D012303|MESH:D025063	Ring 4, Chromosome
Ring Chromosomes	MESH:D012303	MESH:D002869	Chromosome, Ring|Chromosomes, Ring|Ring Chromosome
Ring dermoid of cornea	MESH:C535684	MESH:D003229|MESH:D003316|MESH:D003884	Bilateral, annular limbal dermoids with corneal and conjunctival extension|RDC|Ring dermoid syndrome
Rippling muscle disease, 1	MESH:C535686	MESH:D009135	LGMD1C, FORMERLY|MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1C, FORMERLY|Rippling muscle disease|Rippling Muscle Disease 1|Rippling Muscle Disease 2|RMD|RMD1|RMD2
RIV immunoglobulin variant protein, human	MESH:C484001	MESH:D006362	protein RIV, human
RNA Virus Infections	MESH:D012327	MESH:D014777	Infection, RNA Virus|Infections, RNA Virus|RNA Virus Infection|Virus Infection, RNA|Virus Infections, RNA
Roberts Syndrome	MESH:C535687	MESH:D004480|MESH:D006972|MESH:D019465	Appelt-Gerken-Lenz Syndrome|Hypomelia Hypotrichosis Facial Hemangioma Syndrome|Long bone deficiencies associated with cleft lip-palate|Pseudothalidomide Syndrome|RBS|Roberts-Sc Phocomelia Syndrome|ROBERTS SYNDROME|Sc Phocomelia Syndrome|Sc Pseudothalidomide Syndrome|Sc Syndrome|Tetraphocomelia-Cleft Palate Syndrome
Robinow Sorauf syndrome	MESH:C537183	MESH:D000168	Acrocephalosyndactyly, Robinow-Sorauf type|Craniosynostosis-bifid hallux syndrome|Robinow-Sorauf Syndrome
Robinow Syndrome	MESH:C562492	MESH:D004392|MESH:D014564|MESH:D017880|MESH:D019465	Acral Dysostosis with Facial and Genital Abnormalities|DRS1|DRS2|DRS3|Fetal Face Syndrome|Mesomelic Dwarfism-Small Genitalia Syndrome|Robinow Dwarfism|Robinow-Silverman-Smith Syndrome|Robinow Syndrome, Autosomal Dominant|ROBINOW SYNDROME, AUTOSOMAL DOMINANT 1|ROBINOW SYNDROME, AUTOSOMAL DOMINANT 2|ROBINOW SYNDROME, AUTOSOMAL DOMINANT 3
Robinow syndrome, autosomal recessive	MESH:C535863	MESH:D017880|MESH:D019767	COSTOVERTEBRAL SEGMENTATION DEFECT WITH MESOMELIA, FORMERLY|COVESDEM SYNDROME, FORMERLY ROBINOW SYNDROME, AUTOSOMAL RECESSIVE, WITH APLASIA/HYPOPLASIA OF PHALANGES AND METACARPALS/METATARSALS, INCLUDED|ROBINOW SYNDROME, AUTOSOMAL RECESSIVE 1|ROBINOW SYNDROME, AUTOSOMAL RECESSIVE, WITH BRACHY-SYN-POLYDACTYLY, INCLUDED|RRS1
Robin sequence and oligodactyly	MESH:C535688	MESH:D010855	Pierre Robin syndrome and oligodactyly
Robin Sequence with Distinctive Facial Appearance and Brachydactyly	MESH:C563880	MESH:D008607|MESH:D010855|MESH:D019066|MESH:D059327	
Robinson Miller Bensimon syndrome	MESH:C535864	MESH:D004476|MESH:D006319	Deafness and onychodystrophy, dominant form
Rocky Mountain Spotted Fever	MESH:D012373	MESH:D000073605	Brazilian Spotted Fever|Fever, Brazilian Spotted|Infection, Rickettsia rickettsii|Rickettsia rickettsii Infection|Rickettsia rickettsii Infections|Sao Paulo Typhus|Spotted Fever, Brazilian|Typhus, Sao Paulo
Rod-Cone Dystrophy, Sensorineural Deafness, and Fanconi-Type Renal Dysfunction	MESH:C564829	MESH:D005198|MESH:D006319|MESH:D012174	
Rodent Diseases	MESH:D012376	MESH:D000820	Disease, Rodent|Diseases, Rodent|Rodent Disease
Rodrigues blindness	MESH:C535865	MESH:D001766|MESH:D006130|MESH:D006201|MESH:D014071	
Roifman-Chitayat Syndrome	MESH:C567641	MESH:D000081207|MESH:D001848|MESH:D002658|MESH:D009901|MESH:D019066	Combined Immunodeficiency, Facial Dysmorphism, Optic Nerve Atrophy, Skeletal Anomalies, And Developmental Delay|ROCHIS
Roifman syndrome	MESH:C535866	MESH:D000081207|MESH:D009202|MESH:D010009|MESH:D012164|MESH:D038901	RFMN|Spondyloepiphseal dysplasia, retinal dystrophy, and antibody deficiency|SPONDYLOEPIPHYSEAL DYSPLASIA, RETINAL DYSTROPHY, AND ANTIBODY DEFICIENCY
Rokitansky-Aschoff sinuses of the gallbladder	MESH:C535869	MESH:D005705	Intramural diverticulosis of the gallbladder|Rokitansky-Aschoff sinuses
Rolandic Epilepsy, Mental Retardation, And Speech Dyspraxia, Autosomal Dominant	MESH:C563392	MESH:D001072|MESH:D008607|MESH:D019305	ADRESD|RESDAD
Rolandic Epilepsy, Mental Retardation, and Speech Dyspraxia, X-Linked	MESH:C564467	MESH:D001072|MESH:D008607|MESH:D013064|MESH:D019305|MESH:D040181	RESDX|ROLANDIC EPILEPSY, IMPAIRED INTELLECTUAL DEVELOPMENT, AND SPEECH DYSPRAXIA, X-LINKED|ROLANDIC EPILEPSY, MENTAL RETARDATION, AND SPEECH DYSPRAXIA, X-LINKED
Romano-Ward Syndrome	MESH:D029597	MESH:D008133	Long QT Syndrome 1|LONG QT SYNDROME 1, ACQUIRED, SUSCEPTIBILITY TO, INCLUDED|Long QT Syndrome Type 1|LQT1|Romano Ward Syndrome|ROMANO-WARD SYNDROME|RWS|Syndrome, Romano-Ward|Syndrome, Ward-Romano|Ventricular Fibrillation with Prolonged QT Interval|VENTRICULAR FIBRILLATION WITH PROLONGED QT INTERVAL LONG QT SYNDROME 1/2, DIGENIC, INCLUDED;LQT1/2, DIGENIC, INCLUDED|Ward Romano Syndrome|Ward-Romano Syndrome|WRS
Rombo syndrome	MESH:C535870	MESH:D002280|MESH:D003490|MESH:D005148|MESH:D007039|MESH:D012878	
Rommen Mueller Sybert syndrome	MESH:C535871	MESH:D004392|MESH:D006130|MESH:D006330|MESH:D019465	Developmental delay, growth deficiency, congenital heart defect, and multiple craniofacial anomalies|Short stature, heart defect and craniofacial anomalies
Root Caries	MESH:D017213	MESH:D003731	Caries, Cervical|Caries, Root|Cary, Cervical|Cervical Caries|Cervical Cary
Root Resorption	MESH:D012391	MESH:D014091	Resorption, Root|Resorptions, Root|Root Resorptions
Rosacea	MESH:D012393	MESH:D012871	Acne Rosacea|Erythematotelangiectatic Rosacea|Granulomatous Rosacea|Ocular Rosacea|Papulopustular Rosacea|Phymatous Rosacea|Rosacea, Erythematotelangiectatic|Rosacea, Granulomatous|Rosacea, Ocular|Rosacea, Papulopustular|Rosacea, Phymatous
Rosenthal-Kloepfer syndrome	MESH:C535654	MESH:D000172|MESH:D003318|MESH:D012536	Acromegaloid changes, cutis verticis gyrata and corneal leukoma|Acromegaloid Changes, Cutis Verticis Gyrata, And Corneal Leukoma
Roseolovirus Infections	MESH:D019349	MESH:D006566	Infection, Roseolovirus|Infections, Roseolovirus|Roseolovirus Infection
Rosselli-Gulienetti Syndrome	MESH:C563117	MESH:D002971|MESH:D002972|MESH:D004476|MESH:D013576|MESH:D014564	
Ross River Virus Infection	MESH:D000096745	MESH:D001102|MESH:D018354	Ross River Virus Disease
Rotator Cuff Injuries	MESH:D000070636	MESH:D000070599|MESH:D012421|MESH:D013708	Cuff Injury, Rotator|Glenoid Labral Tear|Glenoid Labral Tears|Injury, Rotator Cuff|Labral Tear, Glenoid|Labral Tears, Glenoid|Rotator Cuff Injury|Rotator Cuff Tear|Rotator Cuff Tears|Rotator Cuff Tendinitides|Rotator Cuff Tendinitis|Rotator Cuff Tendinoses|Rotator Cuff Tendinosis|Tear, Glenoid Labral|Tear, Rotator Cuff|Tears, Rotator Cuff|Tendinitis, Rotator Cuff|Tendinoses, Rotator Cuff|Tendinosis, Rotator Cuff
Rotator Cuff Tear Arthropathy	MESH:D000070656	MESH:D000070657|MESH:D002805	Arthropathy, Cuff Tear|Cuff Tear Arthropathy|Milwaukee Shoulder|Milwaukee Shoulder Syndrome|Shoulder, Milwaukee
Rotavirus Infections	MESH:D012400	MESH:D012088	Infection, Rotavirus|Infections, Rotavirus|Rotavirus Infection
Rothmund-Thomson Syndrome	MESH:D011038	MESH:D007232|MESH:D012868|MESH:D012873|MESH:D049914	Congenitale, Poikiloderma|Congenitales, Poikiloderma|Congenital Poikiloderma|Poikiloderma Atrophicans and Cataract|Poikiloderma Congenitale|Poikiloderma Congenitale of Rothmund-Thomson|Poikiloderma Congenitales|Poikiloderma of Rothmund Thomson|Poikiloderma of Rothmund-Thomson|Rothmund-Thomson Poikiloderma|Rothmund-Thomson Poikilodermas|Rothmund Thomson Syndrome|ROTHMUND-THOMSON SYNDROME|ROTHMUND-THOMSON SYNDROME, TYPE 2|RTS2|Syndrome, Rothmund-Thomson
Rowley-Rosenberg syndrome	MESH:C535874	MESH:D000608|MESH:D006130|MESH:D006976	Growth retardation, pulmonary hypertension, and aminoaciduria|Growth Retardation, Pulmonary Hypertension, and Amino Aciduria
Roy Maroteaux Kremp syndrome	MESH:C535875	MESH:D009422|MESH:D010022|MESH:D012871|MESH:D015419	Metaphyseal modeling abnormality, skin lesions, and Spastic paraplegia
Rozin Hertz Goodman syndrome	MESH:C535876	MESH:D000015|MESH:D003286|MESH:D005124|MESH:D006228|MESH:D019465	Camptodactyly, joint contractures, facial skeletal defects|Camptodactyly, myopia, and fibrosis of the medial rectus muscle of eye
Rubella	MESH:D012409	MESH:D018355	German Measles|Measles, German|Measles, Three Day|Measle, Three Day|Rubellas|Three Day Measle|Three Day Measles
Rubella Syndrome, Congenital	MESH:D012410	MESH:D000015|MESH:D012409	Congenital Rubella Syndrome|Congenital Rubella Syndromes|Rubella Syndromes, Congenital|Syndrome, Congenital Rubella|Syndromes, Congenital Rubella
Rubinstein Taybi like syndrome	MESH:C535877	MESH:D011625|MESH:D012415	
Rubinstein-Taybi Syndrome	MESH:D012415	MESH:D000015|MESH:D004413|MESH:D008607|MESH:D019465|MESH:D025063	Broad Thumb Hallux Syndrome|Broad Thumb-Hallux Syndrome|Broad Thumb-Hallux Syndromes|Broad Thumbs and Great Toes, Characteristic Facies, and Mental Retardation|RSTS|RSTS1|RSTS2|Rubinstein Syndrome|Rubinstein Taybi Syndrome|RUBINSTEIN-TAYBI SYNDROME 1|RUBINSTEIN-TAYBI SYNDROME 2|Syndrome, Broad Thumb-Hallux|Syndrome, Rubinstein|Syndrome, Rubinstein-Taybi|Syndromes, Broad Thumb-Hallux
Rubivirus Infections	MESH:D018355	MESH:D014036	Infection, Rubivirus|Infections, Rubivirus|Rubivirus Infection
Rubulavirus Infections	MESH:D019351	MESH:D018184	Infection, Rubulavirus|Infections, Rubulavirus|Rubulavirus Infection
Rudd Klimek syndrome	MESH:C535879	MESH:D004480	Caudal dysgenesis familial type|Familial caudal dysgenesis
Rudiger Syndrome	MESH:C562912	MESH:D000015|MESH:D019066	
Rud Syndrome	MESH:C535878	MESH:D004827|MESH:D007006|MESH:D007057|MESH:D008607	Dwarfism ichthyosiform erythroderma mental deficiency syndrome|Ichthyosis hypogonadism mental retardation epilepsy syndrome|Ichthyosis male hypogonadism syndrome|Ichthyosis mental retardation-epilepsy hypogonadism syndrome|Ichthyosis oligophrenia epilepsy syndrome|Neuroichthyosis hypogonadism syndrome|Rud's syndrome
Rufous oculocutaneous albinism	MESH:C537189	MESH:D016115	Albinism 3|Albinism III|Albinism, oculocutaneous, type 3|Albinism, Oculocutaneous, Type III|OCA3|Oculocutaneous albinism type 3|Oculocutaneous Albinism, Type III|ROCA|Rufous OCA|RUFOUS OCULOCUTANEOUS ALBINISM|Xanthism
RUIJS-AALFS SYNDROME	OMIM:616200	MESH:D006528|MESH:D011371|MESH:D042822	RJALS
Rumination Syndrome	MESH:D000079562	MESH:D001068|MESH:D005767	Merycism|Rumination Disorder|Rumination Disorders|Rumination Syndromes
Rupture	MESH:D012421	MESH:D014947	Ruptures
Rupture, Spontaneous	MESH:D012422	MESH:D020763	Ruptures, Spontaneous|Spontaneous Rupture|Spontaneous Ruptures
Russell-Silver Syndrome, X-Linked	MESH:C562446	MESH:D010859|MESH:D040181|MESH:D056730	Russell-Silver-Like Syndrome with Skin Pigmentation
Ruvalcaba Churesigaew Myhre syndrome	MESH:C537190	MESH:D011371	
Ruvalcaba Syndrome	MESH:C579395	MESH:D000015|MESH:D004392|MESH:D010007|MESH:D019066	
Ruzicka Goerz Anton syndrome	MESH:C537192	MESH:D002573|MESH:D006313|MESH:D007057|MESH:D008607|MESH:D013964|MESH:D017880	Ichthyosis deafness mental retardation skeletal anomalies
Saal Bulas syndrome	MESH:C537193	MESH:D000015|MESH:D006228|MESH:D006330|MESH:D061085|MESH:D065630	Ectrodactyly, diaphragmatic hernia, congenital heart defect, and agenesis of the corpus callosum
Sabinas brittle hair syndrome	MESH:C536320	MESH:D054463	Brittle hair and mental deficit|Sabinas syndrome
Saccharopinuria	MESH:C537218	MESH:D020167	Alpha-aminoadipic semialdehyde synthase deficiency|HYPERLYSINEMIA, TYPE II|Saccharopine dehydrogenase deficiency
Sackey Sakati Aur syndrome	MESH:C537219	MESH:D000015|MESH:D010198	Aur syndrome|Multiple dysmorphic features and pancytopenia|Pancytopenia multiple congenital anomalies
Sacral Agenesis Syndrome	MESH:C566762	MESH:D008588|MESH:D013724	Sacral Agenesis, Hereditary, With Presacral Mass, Anterior Meningocele, And-Or Teratoma, And Anorectal Malformation
Sacral defect and anterior sacral meningocele	MESH:C537221	MESH:D000015|MESH:D008588	Agenesis of sacrum|Caudal Dysgenesis Syndrome|CAUDAL REGRESSION SYNDROME, INCLUDED|Hypoplasia of sacrum|Lumbosacral agenesis|Sacral agenesis|SACRAL AGENESIS, INCLUDED|Sacral defect anterior meningocele|Sacral Defect with Anterior Meningocele|SDAM CAUDAL DYSGENESIS SYNDROME, INCLUDED|SIRENOMELIA, INCLUDED
Sacral hemangiomas multiple congenital abnormalities	MESH:C537222	MESH:D006223	
Sacral meningocele conotruncal heart defects	MESH:C537223	MESH:D000015|MESH:D006330|MESH:D008591	Kousseff syndrome
Sacral plexopathy	MESH:C537224	MESH:D010523	
Sacrococcygeal dysgenesis association	MESH:C537225	MESH:D009139	
Sacroiliitis	MESH:D058566	MESH:D001168	Pyogenic Sacroiliitides|Pyogenic Sacroiliitis|Sacroiliitides|Sacroiliitides, Pyogenic|Sacroiliitides, Septic|Sacroiliitis, Pyogenic|Sacroiliitis, Septic|Septic Sacroiliitides|Septic Sacroiliitis
Sadism	MESH:D012448	MESH:D010262	Sadisms|Sadism, Sexual|Sadisms, Sexual|Sexual Sadism|Sexual Sadisms
Saethre-Chotzen Syndrome with Eyelid Anomalies	MESH:C566325	MESH:D000168	
Sagging rope sign	MESH:C000721355	MESH:D001847	Hanging rope sign
Sagittal Sinus Thrombosis	MESH:D020225	MESH:D012851	Phlebitis, Sagittal Sinus, Septic|Sagittal Sinus Septic Phlebitis|Sagittal Sinus Thrombophlebitis|Sagittal Sinus Thromboses|Septic Phlebitis, Sagittal Sinus|Sinus Thrombophlebitis, Sagittal|Sinus Thromboses, Sagittal|Sinus Thrombosis, Sagittal|Thrombophlebitis, Sagittal Sinus|Thromboses, Sagittal Sinus|Thrombosis, Sagittal Sinus
Saito Kuba Tsuruta syndrome	MESH:C537226	MESH:D000013	Fibuloulnar aplasia or hypoplasia with renal abnormalities|Fibulo ulnar hypoplasia renal anomalies
Sakati syndrome	MESH:C537227	MESH:D000168	ACPS III|ACPS with Leg Hypoplasia|Acrocephalopolysyndactyly type 3|Acrocephalopolysyndactyly Type III|Sakati-Nyhan syndrome
Sakoda Complex	MESH:C567055	MESH:D002971|MESH:D002972|MESH:D004677|MESH:D008588|MESH:D061085	Sakoda Spectrum|Sphenoethmoidal Encephalomeningocele, Agenesis of the Corpus Callosum, and Cleft Lip-Palate
Saksenaea infection	MESH:C000656948	MESH:D009091	Saksenaea erythrospora infection|Saksenaea erythrospora infections|Saksenaea infections|Saksenaea vasiformis infection|Saksenaea vasiformis infections|S erythrospora infection|S. erythrospora infection|S erythrospora infections|S. erythrospora infections|S vasiformis infection|S. vasiformis infection|S vasiformis infections|S. vasiformis infections
Salcedo syndrome	MESH:C537228	MESH:D009261|MESH:D009394	Glomerular basement membrane disease, nail-patella syndrome type|Nail patella like renal disease|Nail-Patella-Like Renal Disease
Salivary Calculi	MESH:D020792	MESH:D002137|MESH:D012466	Calculi, Salivary|Calculus, Salivary|Salivary Calculus
Salivary Duct Calculi	MESH:D012465	MESH:D020792	Calculi, Salivary Duct|Calculus, Salivary Duct|Duct Calculi, Salivary|Duct Calculus, Salivary|Duct Stone, Salivary|Duct Stones, Salivary|Parotid Duct Calculi|Salivary Duct Calculus|Salivary Duct Stone|Salivary Duct Stones|Sialolithiases, Ductal|Sialolithiasis, Ductal|Stone, Salivary Duct|Stones, Salivary Duct|Submandibular Duct Calculi
Salivary Gland Adenoma, Pleomorphic	MESH:C563250	MESH:D008949|MESH:D012468	PSA|SGPA
Salivary Gland Calculi	MESH:D015494	MESH:D020792	Calculi, Salivary Gland|Calculus, Salivary Gland|Gland Calculi, Salivary|Gland Calculus, Salivary|Gland Stone, Salivary|Gland Stones, Salivary|Salivary Gland Calculus|Salivary Gland Stone|Salivary Gland Stones|Sialolith|Sialolithiasis|Sialoliths|Stone, Salivary Gland|Stones, Salivary Gland
Salivary Gland Diseases	MESH:D012466	MESH:D009059	Disease, Salivary Gland|Diseases, Salivary Gland|Gland Disease, Salivary|Gland Diseases, Salivary|Salivary Gland Disease
Salivary Gland Fistula	MESH:D012467	MESH:D012466|MESH:D016155	Fistula, Salivary Gland|Fistulas, Salivary Gland|Gland Fistula, Salivary|Gland Fistulas, Salivary|Salivary Gland Fistulas
Salivary Gland Neoplasms	MESH:D012468	MESH:D009062|MESH:D012466	Cancer of Salivary Gland|Cancer of the Salivary Gland|Cancer, Salivary Gland|Cancers, Salivary Gland|Gland Neoplasm, Salivary|Gland Neoplasms, Salivary|Lymphadenoma, Non-Sebaceous|Lymphadenoma, Salivary Gland|Lymphadenoma, Sebaceous|Lymphadenomas, Non-Sebaceous|Lymphadenomas, Salivary Gland|Lymphadenomas, Sebaceous|Neoplasm, Salivary Gland|Neoplasms, Salivary Gland|Non-Sebaceous Lymphadenoma|Non Sebaceous Lymphadenomas|Non-Sebaceous Lymphadenomas|Salivary Gland Cancer|Salivary Gland Cancers|Salivary Gland Lymphadenoma|Salivary Gland Lymphadenomas|Salivary Gland Neoplasm|Sebaceous Lymphadenoma|Sebaceous Lymphadenomas
Salmonella Food Poisoning	MESH:D012478	MESH:D005517|MESH:D012480	Food Poisoning, Salmonella|Food Poisonings, Salmonella|Poisoning, Salmonella Food|Poisonings, Salmonella Food|Salmonella Food Poisonings
Salmonella Infections	MESH:D012480	MESH:D004756	Infection, Salmonella|Infections, Salmonella|Salmonella Infection|Salmonelloses|Salmonellosis
Salmonella Infections, Animal	MESH:D012481	MESH:D000820|MESH:D012480	Animal Salmonella Infection|Animal Salmonella Infections|Infection, Animal Salmonella|Infections, Animal Salmonella|Salmonella Infection, Animal
Salpingitis	MESH:D012488	MESH:D000292|MESH:D005184	Salpingitides
Salter-Harris Fractures	MESH:D000072042	MESH:D000072039	Fracture, Growth Plate|Fractures, Growth Plate|Fractures, Salter-Harris|Growth Plate Fracture|Growth Plate Fractures|Growth Plate Injuries|Growth Plate Injury|Salter Harris Fractures
Sammartino De Crecchio Syndrome	MESH:C537229	MESH:D003317|MESH:D007057|MESH:D008607|MESH:D008831	
Samson Gardner syndrome	MESH:C537230	MESH:D005736	Craniosynostosis, microcephaly, hydrancephaly, humero-radial synostosis, and thumb aplasia
Samson Viljoen syndrome	MESH:C537231	MESH:D000015|MESH:D000853|MESH:D002971|MESH:D002972|MESH:D008865	
Sanderson Fraser syndrome	MESH:C537232	MESH:D000015|MESH:D005094|MESH:D006228|MESH:D010855	Proptosis, Robin association, clenched hands, and multiple abnormalities
Sandhaus Ben-Ami syndrome	MESH:C537233	MESH:D000015|MESH:D004827|MESH:D005532	Patella hypoplasia skeletal malformations
Sandhoff Disease	MESH:D012497	MESH:D020143	Adult Sandhoff Disease|beta-Hexosaminidase-beta-Subunit Deficiencies|beta Hexosaminidase beta Subunit Deficiency|beta-Hexosaminidase-beta-Subunit Deficiency|Deficiency, beta-Hexosaminidase-beta-Subunit|Deficiency Disease, Hexosaminidase A and B|Deficiency, Total Hexosaminidase|Disease, Sandhoff-Jatzkewitz-Pilz|Gangliosidosis G(M2), Type II|Gangliosidosis GM2, Type II|GM2-Gangliosidoses, Type II|GM2 Gangliosidosis, Type 2|GM2 Gangliosidosis, Type II|GM2-Gangliosidosis, Type II|G(M2) Gangliosidosis, Type II|Hexosaminidase A and B Deficiency Disease|Hexosaminidase Deficiency, Total|Hexosaminidases A And B Deficiency|HEXOSAMINIDASES A AND B DEFICIENCY SANDHOFF DISEASE, ADULT TYPE, INCLUDED|Infantile Sandhoff Disease|Juvenile Sandhoff Disease|Sandhoff Disease, Adult|Sandhoff Disease, Adult Type|Sandhoff Disease, Infantile|Sandhoff Disease, Infantile Type|SANDHOFF DISEASE, INFANTILE TYPE, INCLUDED|Sandhoff Disease, Juvenile|Sandhoff Disease, Juvenile Type|SANDHOFF DISEASE, JUVENILE TYPE, INCLUDED|Sandhoff Jatzkewitz Pilz Disease|Sandhoff-Jatzkewitz-Pilz Disease|Sandhoff's Disease|Sandhoffs Disease|Total Hexosaminidase Deficiencies|Total Hexosaminidase Deficiency|Type II GM2-Gangliosidoses|Type II GM2-Gangliosidosis
Sandifer syndrome	MESH:C537234	MESH:D005764|MESH:D014103	Sandifer's syndrome
Santos Mateus Leal syndrome	MESH:C537235	MESH:D006313|MESH:D006627|MESH:D006972|MESH:D017689	Hirschsprung disease, deafness and polydactyly
Santos Syndrome	MESH:C567819	MESH:D001848|MESH:D003025|MESH:D009264|MESH:D017689	Fibular Agenesis-Hypoplasia, Oligodactylous Clubfeet, and Anonychia-Nail Hypoplasia Syndrome
Sao Paulo MCA-MR Syndrome	MESH:C563119	MESH:D000015|MESH:D008607	
Saprochaete clavata infection	MESH:C000656905	MESH:D000072742	Geotrichum clavatum infection
Sarcocystosis	MESH:D012523	MESH:D003048	Sarcocystoses|Sarcosporidioses|Sarcosporidiosis
